"COD_RIP","COD_REG","COD_PROV","COD_CM","COD_UTS","PRO_COM","PRO_COM_T","COMUNE","COMUNE_A","CC_UTS","Shape_Leng","Shape_Area"
"1","01","001",201,"201",1001,"001001","Agliè",NA,0,18035.2540007,13146257.6661
"1","01","001",201,"201",1002,"001002","Airasca",NA,0,18408.9069884,15739313.3213
"1","01","001",201,"201",1003,"001003","Ala di Stura",NA,0,31834.156081,46331560.2074
"1","01","001",201,"201",1004,"001004","Albiano d'Ivrea",NA,0,18927.262827,11739690.225
"1","01","001",201,"201",1006,"001006","Almese",NA,0,17057.4139642,17874124.5214
"1","01","001",201,"201",1007,"001007","Alpette",NA,0,9742.54551158,5631110.28264
"1","01","001",201,"201",1008,"001008","Alpignano",NA,0,17983.1548922,11919253.2455
"1","01","001",201,"201",1009,"001009","Andezeno",NA,0,13091.3340003,7485924.27309
"1","01","001",201,"201",1010,"001010","Andrate",NA,0,20137.4964019,9308998.05827
"1","01","001",201,"201",1011,"001011","Angrogna",NA,0,35441.7027386,38878137.6267
"1","01","001",201,"201",1012,"001012","Arignano",NA,0,14096.3290967,8166560.07288
"1","01","001",201,"201",1013,"001013","Avigliana",NA,0,25874.4703804,23217274.7995
"1","01","001",201,"201",1014,"001014","Azeglio",NA,0,22549.0384802,9952821.0089
"1","01","001",201,"201",1015,"001015","Bairo",NA,0,12861.4749609,7085932.61854
"1","01","001",201,"201",1016,"001016","Balangero",NA,0,18438.5104334,13006509.7374
"1","01","001",201,"201",1017,"001017","Baldissero Canavese",NA,0,10678.7807036,4506404.51054
"1","01","001",201,"201",1018,"001018","Baldissero Torinese",NA,0,22083.2482549,15404566.6958
"1","01","001",201,"201",1019,"001019","Balme",NA,0,37159.9832512,62710494.4878
"1","01","001",201,"201",1020,"001020","Banchette",NA,0,13860.1654299,2028894.14066
"1","01","001",201,"201",1021,"001021","Barbania",NA,0,16482.4605468,12802737.3603
"1","01","001",201,"201",1022,"001022","Bardonecchia",NA,0,60522.4785822,132202973.038
"1","01","001",201,"201",1023,"001023","Barone Canavese",NA,0,14980.2082301,3986427.67454
"1","01","001",201,"201",1024,"001024","Beinasco",NA,0,18929.4178398,6736647.27677
"1","01","001",201,"201",1025,"001025","Bibiana",NA,0,25364.2520041,18598654.8456
"1","01","001",201,"201",1026,"001026","Bobbio Pellice",NA,0,45762.0449704,94082023.8262
"1","01","001",201,"201",1027,"001027","Bollengo",NA,0,19885.6007631,14223733.5482
"1","01","001",201,"201",1028,"001028","Borgaro Torinese",NA,0,18976.7161146,11109256.112
"1","01","001",201,"201",1029,"001029","Borgiallo",NA,0,17887.2218841,6964697.64591
"1","01","001",201,"201",1030,"001030","Borgofranco d'Ivrea",NA,0,20063.558344,13418967.6147
"1","01","001",201,"201",1031,"001031","Borgomasino",NA,0,14605.7405427,12371272.3581
"1","01","001",201,"201",1032,"001032","Borgone Susa",NA,0,11530.8155652,4961644.53207
"1","01","001",201,"201",1033,"001033","Bosconero",NA,0,20795.1675254,10919061.1094
"1","01","001",201,"201",1034,"001034","Brandizzo",NA,0,11283.298729,6390036.10827
"1","01","001",201,"201",1035,"001035","Bricherasio",NA,0,25513.6363764,22758291.229
"1","01","001",201,"201",1036,"001036","Brosso",NA,0,18986.5092157,11135020.7934
"1","01","001",201,"201",1037,"001037","Brozolo",NA,0,14318.3475459,8947130.90634
"1","01","001",201,"201",1038,"001038","Bruino",NA,0,11601.458578,5570178.35181
"1","01","001",201,"201",1039,"001039","Brusasco",NA,0,22955.5672905,14359111.9017
"1","01","001",201,"201",1040,"001040","Bruzolo",NA,0,22712.816835,12559738.4322
"1","01","001",201,"201",1041,"001041","Buriasco",NA,0,18378.3336135,14686781.1726
"1","01","001",201,"201",1042,"001042","Burolo",NA,0,13222.7082599,5476030.34719
"1","01","001",201,"201",1043,"001043","Busano",NA,0,14570.6978293,5059145.35239
"1","01","001",201,"201",1044,"001044","Bussoleno",NA,0,39617.3038376,37066070.8367
"1","01","001",201,"201",1045,"001045","Buttigliera Alta",NA,0,11651.6975142,8097288.85954
"1","01","001",201,"201",1046,"001046","Cafasse",NA,0,16172.7967191,10231279.3205
"1","01","001",201,"201",1047,"001047","Caluso",NA,0,29078.6479727,39492363.6769
"1","01","001",201,"201",1048,"001048","Cambiano",NA,0,28250.8725776,14131273.229
"1","01","001",201,"201",1049,"001049","Campiglione Fenile",NA,0,15645.3053813,11086385.8452
"1","01","001",201,"201",1050,"001050","Candia Canavese",NA,0,18094.8313278,9131800.99192
"1","01","001",201,"201",1051,"001051","Candiolo",NA,0,20161.8161101,11849862.9134
"1","01","001",201,"201",1052,"001052","Canischio",NA,0,16311.6704624,11950435.5217
"1","01","001",201,"201",1053,"001053","Cantalupa",NA,0,16171.6937918,11195293.5382
"1","01","001",201,"201",1054,"001054","Cantoira",NA,0,21020.8854939,23031852.2146
"1","01","001",201,"201",1055,"001055","Caprie",NA,0,21296.1549545,16407749.0219
"1","01","001",201,"201",1056,"001056","Caravino",NA,0,23766.6921484,11536975.2306
"1","01","001",201,"201",1057,"001057","Carema",NA,0,16060.4961172,10259070.2396
"1","01","001",201,"201",1058,"001058","Carignano",NA,0,81341.3892112,50679076.5921
"1","01","001",201,"201",1059,"001059","Carmagnola",NA,0,87534.8232919,95716342.5813
"1","01","001",201,"201",1060,"001060","Casalborgone",NA,0,24039.0149185,20123789.6929
"1","01","001",201,"201",1061,"001061","Cascinette d'Ivrea",NA,0,7197.78163589,2172587.69327
"1","01","001",201,"201",1062,"001062","Caselette",NA,0,19332.921275,14314115.0311
"1","01","001",201,"201",1063,"001063","Caselle Torinese",NA,0,23264.3804633,23551225.1517
"1","01","001",201,"201",1064,"001064","Castagneto Po",NA,0,16358.3538071,11524518.367
"1","01","001",201,"201",1065,"001065","Castagnole Piemonte",NA,0,21521.4919496,17279540.0444
"1","01","001",201,"201",1066,"001066","Castellamonte",NA,0,56625.8771759,38706288.6259
"1","01","001",201,"201",1067,"001067","Castelnuovo Nigra",NA,0,48698.3435819,28375559.2426
"1","01","001",201,"201",1068,"001068","Castiglione Torinese",NA,0,20672.5406876,14134563.9183
"1","01","001",201,"201",1069,"001069","Cavagnolo",NA,0,20704.064802,12328634.1916
"1","01","001",201,"201",1070,"001070","Cavour",NA,0,42191.0402389,48959874.6916
"1","01","001",201,"201",1071,"001071","Cercenasco",NA,0,20246.5045575,13159561.3071
"1","01","001",201,"201",1072,"001072","Ceres",NA,0,29480.5073786,28051610.6216
"1","01","001",201,"201",1073,"001073","Ceresole Reale",NA,0,50979.0751808,99816392.2934
"1","01","001",201,"201",1074,"001074","Cesana Torinese",NA,0,68703.0266893,121700596.1
"1","01","001",201,"201",1075,"001075","Chialamberto",NA,0,27419.7639452,35447901.3271
"1","01","001",201,"201",1076,"001076","Chianocco",NA,0,21410.5692075,18613210.8891
"1","01","001",201,"201",1077,"001077","Chiaverano",NA,0,18164.9315483,12022374.0023
"1","01","001",201,"201",1078,"001078","Chieri",NA,0,40134.9730835,54196722.061
"1","01","001",201,"201",1079,"001079","Chiesanuova",NA,0,10776.113522,4118733.73865
"1","01","001",201,"201",1080,"001080","Chiomonte",NA,0,24597.5448071,26754962.7548
"1","01","001",201,"201",1081,"001081","Chiusa di San Michele",NA,0,12814.0515483,5916710.40785
"1","01","001",201,"201",1082,"001082","Chivasso",NA,0,34066.7738613,51202736.157
"1","01","001",201,"201",1083,"001083","Ciconio",NA,0,9303.60958035,3163830.90276
"1","01","001",201,"201",1084,"001084","Cintano",NA,0,27864.848793,4934447.86773
"1","01","001",201,"201",1085,"001085","Cinzano",NA,0,12240.524309,6196450.20971
"1","01","001",201,"201",1086,"001086","Ciriè",NA,0,19572.5311109,17732890.9046
"1","01","001",201,"201",1087,"001087","Claviere",NA,0,11393.0349463,2687060.44887
"1","01","001",201,"201",1088,"001088","Coassolo Torinese",NA,0,25872.1201777,27878784.7437
"1","01","001",201,"201",1089,"001089","Coazze",NA,0,41589.5789387,56572425.7384
"1","01","001",201,"201",1090,"001090","Collegno",NA,0,19547.087159,18107521.905
"1","01","001",201,"201",1091,"001091","Colleretto Castelnuovo",NA,0,17388.1224447,6332140.27791
"1","01","001",201,"201",1092,"001092","Colleretto Giacosa",NA,0,11257.9083003,4589487.79555
"1","01","001",201,"201",1093,"001093","Condove",NA,0,38527.4761326,71112947.2468
"1","01","001",201,"201",1094,"001094","Corio",NA,0,31659.4263134,41491692.4878
"1","01","001",201,"201",1095,"001095","Cossano Canavese",NA,0,10598.9241416,3238666.60995
"1","01","001",201,"201",1096,"001096","Cuceglio",NA,0,13408.7805839,6870888.55758
"1","01","001",201,"201",1097,"001097","Cumiana",NA,0,42050.9737963,60733459.2501
"1","01","001",201,"201",1098,"001098","Cuorgnè",NA,0,26850.8607701,19308321.3855
"1","01","001",201,"201",1099,"001099","Druento",NA,0,24949.7133146,27539437.9687
"1","01","001",201,"201",1100,"001100","Exilles",NA,0,34162.9603845,46547270.4467
"1","01","001",201,"201",1101,"001101","Favria",NA,0,18698.570569,14849912.4503
"1","01","001",201,"201",1102,"001102","Feletto",NA,0,13091.4042205,7893113.06971
"1","01","001",201,"201",1103,"001103","Fenestrelle",NA,0,33141.2957153,49409077.9019
"1","01","001",201,"201",1104,"001104","Fiano",NA,0,25391.3011274,12039603.8853
"1","01","001",201,"201",1105,"001105","Fiorano Canavese",NA,0,11887.6005706,4345716.48591
"1","01","001",201,"201",1106,"001106","Foglizzo",NA,0,18314.7362737,15642888.093
"1","01","001",201,"201",1107,"001107","Forno Canavese",NA,0,22247.1018597,16500226.1433
"1","01","001",201,"201",1108,"001108","Frassinetto",NA,0,26703.8632256,24818611.5437
"1","01","001",201,"201",1109,"001109","Front",NA,0,22521.7094076,10948153.8279
"1","01","001",201,"201",1110,"001110","Frossasco",NA,0,34577.3896831,20148849.872
"1","01","001",201,"201",1111,"001111","Garzigliana",NA,0,11879.9683061,7401770.68978
"1","01","001",201,"201",1112,"001112","Gassino Torinese",NA,0,28597.8279032,20510811.1115
"1","01","001",201,"201",1113,"001113","Germagnano",NA,0,18578.7409566,14444163.071
"1","01","001",201,"201",1114,"001114","Giaglione",NA,0,31300.7321155,33382968.2625
"1","01","001",201,"201",1115,"001115","Giaveno",NA,0,49452.3086048,71737902.965
"1","01","001",201,"201",1116,"001116","Givoletto",NA,0,16402.8738954,12819879.6929
"1","01","001",201,"201",1117,"001117","Gravere",NA,0,22356.344377,18987185.5188
"1","01","001",201,"201",1118,"001118","Groscavallo",NA,0,47450.0909688,92093492.3846
"1","01","001",201,"201",1119,"001119","Grosso",NA,0,11648.2209829,4329555.85697
"1","01","001",201,"201",1120,"001120","Grugliasco",NA,0,19545.3248795,13137549.9209
"1","01","001",201,"201",1121,"001121","Ingria",NA,0,24150.7353981,14750479.7234
"1","01","001",201,"201",1122,"001122","Inverso Pinasca",NA,0,12364.2377644,8029286.98978
"1","01","001",201,"201",1123,"001123","Isolabella",NA,0,9892.82908084,4771840.8836
"1","01","001",201,"201",1124,"001124","Issiglio",NA,0,13986.0855523,5504191.4566
"1","01","001",201,"201",1125,"001125","Ivrea",NA,0,34756.5493486,30107597.9709
"1","01","001",201,"201",1126,"001126","La Cassa",NA,0,16858.7882401,12035357.4026
"1","01","001",201,"201",1127,"001127","La Loggia",NA,0,22008.765329,12792909.6448
"1","01","001",201,"201",1128,"001128","Lanzo Torinese",NA,0,16253.1597881,10287597.2331
"1","01","001",201,"201",1129,"001129","Lauriano",NA,0,19824.9650907,14290132.9628
"1","01","001",201,"201",1130,"001130","Leini",NA,0,26079.2524533,31919183.7064
"1","01","001",201,"201",1131,"001131","Lemie",NA,0,32316.6944971,45675237.5974
"1","01","001",201,"201",1132,"001132","Lessolo",NA,0,13665.9835291,7936532.73048
"1","01","001",201,"201",1133,"001133","Levone",NA,0,16371.021051,5391184.7815
"1","01","001",201,"201",1134,"001134","Locana",NA,0,63009.0954019,132517463.191
"1","01","001",201,"201",1135,"001135","Lombardore",NA,0,20015.7807641,12715738.1669
"1","01","001",201,"201",1136,"001136","Lombriasco",NA,0,24719.7746878,7209463.61052
"1","01","001",201,"201",1137,"001137","Loranzè",NA,0,10652.4262589,4191371.8853
"1","01","001",201,"201",1139,"001139","Luserna San Giovanni",NA,0,31181.3612283,17741411.3171
"1","01","001",201,"201",1140,"001140","Lusernetta",NA,0,11570.393058,7039806.98824
"1","01","001",201,"201",1141,"001141","Lusigliè",NA,0,13099.3797291,5258531.84204
"1","01","001",201,"201",1142,"001142","Macello",NA,0,17412.6165994,14140363.3722
"1","01","001",201,"201",1143,"001143","Maglione",NA,0,12298.2390545,6313177.51908
"1","01","001",201,"201",1144,"001144","Marentino",NA,0,19543.9220443,11259910.3283
"1","01","001",201,"201",1145,"001145","Massello",NA,0,29479.4216859,38258654.3809
"1","01","001",201,"201",1146,"001146","Mathi",NA,0,19338.9880259,7070295.92562
"1","01","001",201,"201",1147,"001147","Mattie",NA,0,24549.0336242,28694171.5855
"1","01","001",201,"201",1148,"001148","Mazzè",NA,0,31674.3030307,27328050.8139
"1","01","001",201,"201",1149,"001149","Meana di Susa",NA,0,22597.617267,16543752.3785
"1","01","001",201,"201",1150,"001150","Mercenasco",NA,0,17495.75018,12638361.9063
"1","01","001",201,"201",1152,"001152","Mezzenile",NA,0,29566.0561116,29087196.9317
"1","01","001",201,"201",1153,"001153","Mombello di Torino",NA,0,12332.2190187,4082496.82787
"1","01","001",201,"201",1154,"001154","Mompantero",NA,0,28096.2734567,30333113.5406
"1","01","001",201,"201",1155,"001155","Monastero di Lanzo",NA,0,25433.9615824,17655437.6774
"1","01","001",201,"201",1156,"001156","Moncalieri",NA,0,47530.8131054,47544366.2871
"1","01","001",201,"201",1157,"001157","Moncenisio",NA,0,10707.7701543,4500570.20216
"1","01","001",201,"201",1158,"001158","Montaldo Torinese",NA,0,11009.5118013,4656768.3309
"1","01","001",201,"201",1159,"001159","Montalenghe",NA,0,15464.4933792,6468072.74715
"1","01","001",201,"201",1160,"001160","Montalto Dora",NA,0,12045.4471057,7356674.71503
"1","01","001",201,"201",1161,"001161","Montanaro",NA,0,20376.4644829,20903596.0486
"1","01","001",201,"201",1162,"001162","Monteu da Po",NA,0,13944.0627256,7389650.90873
"1","01","001",201,"201",1163,"001163","Moriondo Torinese",NA,0,14751.7608207,6489786.83233
"1","01","001",201,"201",1164,"001164","Nichelino",NA,0,26761.425062,20622239.2671
"1","01","001",201,"201",1165,"001165","Noasca",NA,0,39613.6171912,78048368.7702
"1","01","001",201,"201",1166,"001166","Nole",NA,0,24420.9879576,11352977.0088
"1","01","001",201,"201",1167,"001167","Nomaglio",NA,0,7952.46488936,3074294.8003
"1","01","001",201,"201",1168,"001168","None",NA,0,32854.6164614,24642241.7843
"1","01","001",201,"201",1169,"001169","Novalesa",NA,0,24774.2626152,28554330.7765
"1","01","001",201,"201",1170,"001170","Oglianico",NA,0,17006.5378893,6302990.70572
"1","01","001",201,"201",1171,"001171","Orbassano",NA,0,37409.5149521,22208133.5581
"1","01","001",201,"201",1172,"001172","Orio Canavese",NA,0,13816.5111835,7154075.16578
"1","01","001",201,"201",1173,"001173","Osasco",NA,0,10820.7477154,5488571.79421
"1","01","001",201,"201",1174,"001174","Osasio",NA,0,13270.4474962,4577104.23808
"1","01","001",201,"201",1175,"001175","Oulx",NA,0,64581.2226482,99785910.6034
"1","01","001",201,"201",1176,"001176","Ozegna",NA,0,12552.1707213,5405786.60308
"1","01","001",201,"201",1177,"001177","Palazzo Canavese",NA,0,9858.59187476,5081942.27576
"1","01","001",201,"201",1178,"001178","Pancalieri",NA,0,32395.8666718,15888450.2664
"1","01","001",201,"201",1179,"001179","Parella",NA,0,9762.23667166,2688585.46161
"1","01","001",201,"201",1180,"001180","Pavarolo",NA,0,11459.6111983,4405631.81841
"1","01","001",201,"201",1181,"001181","Pavone Canavese",NA,0,18005.6511595,11539939.6942
"1","01","001",201,"201",1183,"001183","Pecetto Torinese",NA,0,17851.9385813,9148172.93652
"1","01","001",201,"201",1184,"001184","Perosa Argentina",NA,0,25144.3844431,26090489.2869
"1","01","001",201,"201",1185,"001185","Perosa Canavese",NA,0,12032.7993366,4708026.98026
"1","01","001",201,"201",1186,"001186","Perrero",NA,0,43793.2210355,63393688.5732
"1","01","001",201,"201",1187,"001187","Pertusio",NA,0,11368.4780119,4004111.78788
"1","01","001",201,"201",1188,"001188","Pessinetto",NA,0,13264.7058536,5349814.21835
"1","01","001",201,"201",1189,"001189","Pianezza",NA,0,22173.8739267,16463392.8161
"1","01","001",201,"201",1190,"001190","Pinasca",NA,0,26445.5577623,34718474.1571
"1","01","001",201,"201",1191,"001191","Pinerolo",NA,0,61492.3922098,50337522.6114
"1","01","001",201,"201",1192,"001192","Pino Torinese",NA,0,20908.6279873,21815293.1621
"1","01","001",201,"201",1193,"001193","Piobesi Torinese",NA,0,24357.3455921,19648808.7395
"1","01","001",201,"201",1194,"001194","Piossasco",NA,0,32057.32035,40145849.9941
"1","01","001",201,"201",1195,"001195","Piscina",NA,0,18841.1829811,9903310.23644
"1","01","001",201,"201",1196,"001196","Piverone",NA,0,18555.1783103,11034714.8989
"1","01","001",201,"201",1197,"001197","Poirino",NA,0,44857.0290335,75618987.1426
"1","01","001",201,"201",1198,"001198","Pomaretto",NA,0,15443.6834262,8561086.40155
"1","01","001",201,"201",1199,"001199","Pont Canavese",NA,0,30064.3924587,19061089.434
"1","01","001",201,"201",1200,"001200","Porte",NA,0,9857.00515248,4447742.63892
"1","01","001",201,"201",1201,"001201","Pragelato",NA,0,53927.0715344,89201841.2493
"1","01","001",201,"201",1202,"001202","Prali",NA,0,44320.6256026,72609657.1736
"1","01","001",201,"201",1203,"001203","Pralormo",NA,0,28533.5291896,29845996.1567
"1","01","001",201,"201",1204,"001204","Pramollo",NA,0,19743.8103444,22478511.1289
"1","01","001",201,"201",1205,"001205","Prarostino",NA,0,16885.0699683,10505053.0678
"1","01","001",201,"201",1206,"001206","Prascorsano",NA,0,19182.1762142,6241928.82555
"1","01","001",201,"201",1207,"001207","Pratiglione",NA,0,20005.4347823,7880164.76365
"1","01","001",201,"201",1208,"001208","Quagliuzzo",NA,0,7241.91243476,2037943.454
"1","01","001",201,"201",1209,"001209","Quassolo",NA,0,9139.80196121,3955967.05083
"1","01","001",201,"201",1210,"001210","Quincinetto",NA,0,24741.1402396,17788429.2132
"1","01","001",201,"201",1211,"001211","Reano",NA,0,12672.0661201,6665666.65138
"1","01","001",201,"201",1212,"001212","Ribordone",NA,0,35046.3846245,43600140.4494
"1","01","001",201,"201",1213,"001213","Rivalba",NA,0,17245.3012463,10833342.1841
"1","01","001",201,"201",1214,"001214","Rivalta di Torino",NA,0,33209.0268671,25107588.6395
"1","01","001",201,"201",1215,"001215","Riva presso Chieri",NA,0,29005.8625819,35833010.4681
"1","01","001",201,"201",1216,"001216","Rivara",NA,0,27020.24867,12583851.6479
"1","01","001",201,"201",1217,"001217","Rivarolo Canavese",NA,0,34035.0596225,32245976.545
"1","01","001",201,"201",1218,"001218","Rivarossa",NA,0,16955.8042193,10873310.0507
"1","01","001",201,"201",1219,"001219","Rivoli",NA,0,32766.4642709,29499976.3228
"1","01","001",201,"201",1220,"001220","Robassomero",NA,0,18854.382995,8577337.83305
"1","01","001",201,"201",1221,"001221","Rocca Canavese",NA,0,21384.0023889,14191034.6152
"1","01","001",201,"201",1222,"001222","Roletto",NA,0,23027.8099137,9703951.50058
"1","01","001",201,"201",1223,"001223","Romano Canavese",NA,0,20247.8206705,11210638.7044
"1","01","001",201,"201",1224,"001224","Ronco Canavese",NA,0,54540.6905563,96268800.2237
"1","01","001",201,"201",1225,"001225","Rondissone",NA,0,17962.138035,10687837.7345
"1","01","001",201,"201",1226,"001226","Rorà",NA,0,16677.6071718,12407756.0582
"1","01","001",201,"201",1227,"001227","Roure",NA,0,38558.941504,59373300.0675
"1","01","001",201,"201",1228,"001228","Rosta",NA,0,14683.7879224,9064945.58959
"1","01","001",201,"201",1229,"001229","Rubiana",NA,0,22541.4243455,26937050.1584
"1","01","001",201,"201",1230,"001230","Rueglio",NA,0,19930.187,15100292.357
"1","01","001",201,"201",1231,"001231","Salassa",NA,0,10804.0202923,4951966.86794
"1","01","001",201,"201",1232,"001232","Salbertrand",NA,0,28397.381129,38319709.9715
"1","01","001",201,"201",1233,"001233","Salerano Canavese",NA,0,11621.1404289,2103418.9785
"1","01","001",201,"201",1234,"001234","Salza di Pinerolo",NA,0,28822.7802932,15675203.9563
"1","01","001",201,"201",1235,"001235","Samone",NA,0,9419.41087214,2432903.03014
"1","01","001",201,"201",1236,"001236","San Benigno Canavese",NA,0,30246.5133079,22231529.5713
"1","01","001",201,"201",1237,"001237","San Carlo Canavese",NA,0,24108.7528129,20906842.4786
"1","01","001",201,"201",1238,"001238","San Colombano Belmonte",NA,0,10974.4318113,3380813.50672
"1","01","001",201,"201",1239,"001239","San Didero",NA,0,8843.85813233,3303657.26003
"1","01","001",201,"201",1240,"001240","San Francesco al Campo",NA,0,19470.8715606,14979490.3028
"1","01","001",201,"201",1241,"001241","Sangano",NA,0,14538.1311273,6651205.97914
"1","01","001",201,"201",1242,"001242","San Germano Chisone",NA,0,21269.0010428,15861934.3919
"1","01","001",201,"201",1243,"001243","San Gillio",NA,0,16073.1280385,8886731.12009
"1","01","001",201,"201",1244,"001244","San Giorgio Canavese",NA,0,40998.6046565,20405063.4716
"1","01","001",201,"201",1245,"001245","San Giorio di Susa",NA,0,25738.9383339,19736748.8082
"1","01","001",201,"201",1246,"001246","San Giusto Canavese",NA,0,19269.2129121,9613027.88159
"1","01","001",201,"201",1247,"001247","San Martino Canavese",NA,0,21018.2574569,9793256.3941
"1","01","001",201,"201",1248,"001248","San Maurizio Canavese",NA,0,22805.3586137,17344276.5837
"1","01","001",201,"201",1249,"001249","San Mauro Torinese",NA,0,23333.2391345,12548947.1361
"1","01","001",201,"201",1250,"001250","San Pietro Val Lemina",NA,0,22395.3659335,12444109.0365
"1","01","001",201,"201",1251,"001251","San Ponso",NA,0,8032.89437543,2124250.87004
"1","01","001",201,"201",1252,"001252","San Raffaele Cimena",NA,0,15988.9930492,11122572.8814
"1","01","001",201,"201",1253,"001253","San Sebastiano da Po",NA,0,17979.9667567,16578269.4683
"1","01","001",201,"201",1254,"001254","San Secondo di Pinerolo",NA,0,20789.6431003,12571964.1452
"1","01","001",201,"201",1255,"001255","Sant'Ambrogio di Torino",NA,0,13246.6548871,8368398.23719
"1","01","001",201,"201",1256,"001256","Sant'Antonino di Susa",NA,0,13437.6440956,9794687.34995
"1","01","001",201,"201",1257,"001257","Santena",NA,0,19336.7951247,16198408.9347
"1","01","001",201,"201",1258,"001258","Sauze di Cesana",NA,0,46395.6168182,78277299.7709
"1","01","001",201,"201",1259,"001259","Sauze d'Oulx",NA,0,17963.7329758,17311197.5165
"1","01","001",201,"201",1260,"001260","Scalenghe",NA,0,30313.1052271,31676847.3916
"1","01","001",201,"201",1261,"001261","Scarmagno",NA,0,19367.1680375,8030910.69185
"1","01","001",201,"201",1262,"001262","Sciolze",NA,0,18249.4292972,11355730.4598
"1","01","001",201,"201",1263,"001263","Sestriere",NA,0,27194.9984023,25915878.9412
"1","01","001",201,"201",1264,"001264","Settimo Rottaro",NA,0,12453.8522037,6057933.10766
"1","01","001",201,"201",1265,"001265","Settimo Torinese",NA,0,31611.9095097,31390173.7226
"1","01","001",201,"201",1266,"001266","Settimo Vittone",NA,0,25854.2456975,23261404.8906
"1","01","001",201,"201",1267,"001267","Sparone",NA,0,29678.8925776,29678589.5933
"1","01","001",201,"201",1268,"001268","Strambinello",NA,0,7629.36449935,2214009.98291
"1","01","001",201,"201",1269,"001269","Strambino",NA,0,29472.5159722,22468609.7027
"1","01","001",201,"201",1270,"001270","Susa",NA,0,24013.6111258,10988030.1247
"1","01","001",201,"201",1271,"001271","Tavagnasco",NA,0,14243.1751392,8675018.51443
"1","01","001",201,"201",1272,"001272","Torino",NA,1,71686.9289572,129998779.078
"1","01","001",201,"201",1273,"001273","Torrazza Piemonte",NA,0,15659.2229912,9823878.7387
"1","01","001",201,"201",1274,"001274","Torre Canavese",NA,0,14545.3407351,5454467.81247
"1","01","001",201,"201",1275,"001275","Torre Pellice",NA,0,23846.3248873,21098126.6288
"1","01","001",201,"201",1276,"001276","Trana",NA,0,20238.6604938,16405781.0628
"1","01","001",201,"201",1278,"001278","Traversella",NA,0,48787.0485552,39360015.0524
"1","01","001",201,"201",1279,"001279","Traves",NA,0,15231.6544414,10454434.0319
"1","01","001",201,"201",1280,"001280","Trofarello",NA,0,17545.7100365,12347557.3994
"1","01","001",201,"201",1281,"001281","Usseaux",NA,0,29188.5790198,37966883.0103
"1","01","001",201,"201",1282,"001282","Usseglio",NA,0,45556.477438,98537773.9931
"1","01","001",201,"201",1283,"001283","Vaie",NA,0,11313.8518536,7229313.61216
"1","01","001",201,"201",1284,"001284","Val della Torre",NA,0,29473.4233842,36526230.3602
"1","01","001",201,"201",1285,"001285","Valgioie",NA,0,15860.7223188,9119709.31989
"1","01","001",201,"201",1286,"001286","Vallo Torinese",NA,0,12107.6359305,6079162.97196
"1","01","001",201,"201",1287,"001287","Valperga",NA,0,20571.6163524,11909463.6736
"1","01","001",201,"201",1288,"001288","Valprato Soana",NA,0,39084.4532663,71855286.631
"1","01","001",201,"201",1289,"001289","Varisella",NA,0,19881.866938,22557770.2752
"1","01","001",201,"201",1290,"001290","Vauda Canavese",NA,0,31358.7008488,7092909.54501
"1","01","001",201,"201",1291,"001291","Venaus",NA,0,25171.9615643,19143575.62
"1","01","001",201,"201",1292,"001292","Venaria Reale",NA,0,22166.4069825,20446949.7102
"1","01","001",201,"201",1293,"001293","Verolengo",NA,0,38390.7906186,29460691.9319
"1","01","001",201,"201",1294,"001294","Verrua Savoia",NA,0,27123.6176803,31943416.2744
"1","01","001",201,"201",1295,"001295","Vestignè",NA,0,24202.0429238,12069079.6518
"1","01","001",201,"201",1296,"001296","Vialfrè",NA,0,12872.8351954,4645312.51465
"1","01","001",201,"201",1298,"001298","Vidracco",NA,0,7951.22141093,2967747.59349
"1","01","001",201,"201",1299,"001299","Vigone",NA,0,37464.8628673,41154253.1005
"1","01","001",201,"201",1300,"001300","Villafranca Piemonte",NA,0,58060.0467585,50786245.2777
"1","01","001",201,"201",1301,"001301","Villanova Canavese",NA,0,10068.1108513,4030714.83142
"1","01","001",201,"201",1302,"001302","Villarbasse",NA,0,15544.3337064,10408814.8135
"1","01","001",201,"201",1303,"001303","Villar Dora",NA,0,13469.8734803,5706724.76497
"1","01","001",201,"201",1304,"001304","Villareggia",NA,0,24066.961038,11409569.0323
"1","01","001",201,"201",1305,"001305","Villar Focchiardo",NA,0,26677.6352801,25686730.2474
"1","01","001",201,"201",1306,"001306","Villar Pellice",NA,0,46341.4721677,60293047.7392
"1","01","001",201,"201",1307,"001307","Villar Perosa",NA,0,15689.0877074,11423117.8269
"1","01","001",201,"201",1308,"001308","Villastellone",NA,0,28555.0576566,19876598.8046
"1","01","001",201,"201",1309,"001309","Vinovo",NA,0,23694.4728392,17632679.3903
"1","01","001",201,"201",1310,"001310","Virle Piemonte",NA,0,16987.8313488,14057325.6562
"1","01","001",201,"201",1311,"001311","Vische",NA,0,22277.6855618,17074820.4797
"1","01","001",201,"201",1312,"001312","Vistrorio",NA,0,19922.1607233,4681762.31322
"1","01","001",201,"201",1313,"001313","Viù",NA,0,42891.5251847,84112209.7023
"1","01","001",201,"201",1314,"001314","Volpiano",NA,0,31183.2212255,32480577.797
"1","01","001",201,"201",1315,"001315","Volvera",NA,0,22901.0277622,20982685.0059
"1","01","001",201,"201",1316,"001316","Mappano",NA,0,14508.3301427,9817370.03925
